Location,Headquarters,Type of ownership,Industry,Rating,Sector,hourly,avr_salary,company_txt,age,job_state,same_state,python_yn,R_yn,sql_yn,excel_yn,job_title,seniority,desc_len,num_comp,employees_num,revenue_avr
"Denver, CO","Denver, CO",Nonprofit Organization,Insurance Carriers,4.0,Insurance,0,99.0,Pinnacol Assurance,108.0,CO,True,True,False,True,False,data engineer,na,697,0,750.5,0.75
"Milwaukee, WI","Milwaukee, WI",Company - Private,Food & Beverage Manufacturing,3.3,Manufacturing,0,54.0,Palermo's Pizza,59.0,WI,True,False,False,False,False,na,na,371,0,750.5,
"Franklin, TN","Indianapolis, IN",Company - Private,Health Care Services & Hospitals,3.2,Health Care,0,109.0,Equian LLC,19.0,TN,False,False,False,False,True,data engineer,senior,262,0,3000.5,
"Rockville, MD","Reston, VA",Company - Private,IT Services,3.4,Information Technology,0,109.0,MetroStar Systems,24.0,MD,False,False,False,False,False,data engineer,na,583,0,350.5,0.0375
"Natick, MA","Natick, MA",Company - Private,Computer Hardware & Software,4.4,Information Technology,0,139.5,MathWorks,39.0,MA,True,True,False,True,False,data scientist,senior,364,0,3000.5,1.5
"New York, NY","New York, NY",Company - Private,Computer Hardware & Software,3.2,Information Technology,0,125.0,Information Builders,48.0,NY,True,True,False,True,True,machine learning,na,502,3,3000.5,
"Cambridge, MA","Basel, Switzerland",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,106.5,Novartis,27.0,MA,False,True,False,True,False,data scientist,senior,558,0,10000.0,10.0
"South San Francisco, CA","San Francisco, CA",Subsidiary or Business Segment,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,73.0,Audentes Therapeutics,11.0,CA,False,False,False,False,False,na,na,500,3,350.5,
"Rockville, MD","Rockville, MD",Company - Private,Biotech & Pharmaceuticals,2.7,Biotech & Pharmaceuticals,0,81.0,Advanced BioScience Laboratories,62.0,MD,True,False,False,False,True,na,na,514,0,350.5,0.0375
"Millville, DE","Lewes, DE",Nonprofit Organization,Health Care Services & Hospitals,3.6,Health Care,1,57.2,Beebe Healthcare,88.0,DE,False,False,False,False,False,na,na,367,0,3000.5,0.3
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,99.5,Reynolds American,148.0,NC,True,False,False,False,True,na,na,945,0,7500.5,10.0
"Richfield, OH","Richfield, OH",Company - Private,Insurance Carriers,3.3,Insurance,0,45.5,National Interstate,34.0,OH,True,False,False,False,False,data analyst,na,424,0,750.5,0.75
"Worcester, MA","Worcester, MA",Company - Public,Insurance Carriers,3.7,Insurance,0,54.0,The Hanover Insurance Group,171.0,MA,True,False,False,True,False,data analyst,na,523,0,7500.5,7.5
"Indianapolis, IN","Indianapolis, IN",Company - Private,Consulting,4.5,Business Services,0,122.5,Moser Consulting,27.0,IN,True,True,False,True,False,data engineer,senior,331,0,125.5,0.0375
"New York, NY","New York, NY",Company - Private,Travel Agencies,3.8,Travel & Tourism,0,53.5,Fareportal,21.0,NY,True,True,False,True,True,data analyst,na,343,3,3000.5,3.5
"Chicago, IL","Chicago, IL",Company - Public,Financial Analytics & Research,3.9,Finance,0,140.0,TransUnion,55.0,IL,True,True,False,True,True,data scientist,senior,728,0,7500.5,1.5
"Hampton, VA","Bedford, MA",Nonprofit Organization,Federal Agencies,3.2,Government,0,77.5,MITRE,65.0,VA,False,False,False,False,False,data scientist,senior,454,3,7500.5,1.5
"Cambridge, MA","Cambridge, MA",Company - Private,Construction,3.3,"Construction, Repair & Maintenance",1,55.120000000000005,Mcphail Associates,47.0,MA,True,False,False,False,True,na,na,232,0,25.5,
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,117.5,Reynolds American,148.0,NC,True,False,False,False,True,na,senior,951,0,7500.5,10.0
"San Diego, CA","San Diego, CA",Company - Private,Biotech & Pharmaceuticals,2.4,Biotech & Pharmaceuticals,0,70.5,Crown Bioscience,17.0,CA,True,False,False,False,False,na,na,468,0,750.5,0.075
"Ithaca, NY","Morrisville, NC",Company - Private,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,70.0,Q2 Solutions,8.0,NY,False,False,False,False,True,na,na,609,0,3000.5,
"Marietta, GA","Morrisville, NC",Company - Private,Biotech & Pharmaceuticals,2.9,Biotech & Pharmaceuticals,0,80.0,Q2 Solutions,8.0,GA,False,False,False,False,True,na,senior,582,0,3000.5,
"Atlanta, GA","Atlanta, GA",Company - Private,Computer Hardware & Software,4.7,Information Technology,0,79.5,Oversight Systems,20.0,GA,True,True,False,True,True,data scientist,na,419,0,125.5,0.0375
"Mountain View, CA","Mountain View, CA",Company - Private,Computer Hardware & Software,4.7,Information Technology,0,168.0,Confluent,9.0,CA,True,True,False,True,True,data scientist,na,564,0,750.5,0.3
"Quincy, MA","Quincy, MA",Company - Private,Insurance Carriers,3.4,Insurance,0,90.0,Arbella Insurance,35.0,MA,True,False,False,True,True,data engineer,na,393,0,3000.5,0.3
"San Francisco, CA","San Francisco, CA",Company - Public,Computer Hardware & Software,3.9,Information Technology,0,138.5,Life360,15.0,CA,True,True,False,True,False,data analyst,senior,860,0,125.5,
"Boston, MA","Springfield, MA",Company - Private,Insurance Carriers,3.6,Insurance,0,68.5,MassMutual,172.0,MA,False,False,False,False,True,data scientist,na,706,0,7500.5,10.0
"Cambridge, MA","Brentford, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,84.5,GSK,193.0,MA,False,False,False,False,False,na,senior,871,3,10000.0,10.0
"Nashville, TN","San Francisco, CA",Company - Public,Internet,4.4,Information Technology,0,102.5,Eventbrite,17.0,TN,False,True,False,True,False,data engineer,senior,877,3,3000.5,0.3
"Pittsburgh, PA","Pittsburgh, PA",College / University,Colleges & Universities,2.6,Education,0,73.5,Software Engineering Institute,39.0,PA,True,False,False,False,True,na,na,421,0,750.5,
"Beavercreek, OH","Arlington, VA",Nonprofit Organization,Federal Agencies,3.6,Government,0,93.5,Riverside Research Institute,56.0,OH,False,True,False,False,False,na,na,522,0,750.5,0.075
"Boston, MA","Springfield, MA",Company - Private,Insurance Carriers,3.6,Insurance,0,129.5,MassMutual,172.0,MA,False,True,False,True,True,na,na,633,0,7500.5,10.0
"Logan, UT","Logan, UT",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,47.0,Icon Health and Fitness,46.0,UT,True,True,False,True,True,data analyst,na,638,3,3000.5,0.75
"Birmingham, AL","Birmingham, AL",Subsidiary or Business Segment,Consumer Product Rental,3.8,Consumer Services,0,65.0,Shipt,9.0,AL,True,True,False,True,True,data engineer,na,568,0,750.5,
"Green Bay, WI","Green Bay, WI",Company - Public,Banks & Credit Unions,3.8,Finance,0,60.0,Associated Banc-Corp,153.0,WI,True,False,False,False,True,data analyst,na,547,3,3000.5,1.5
"New York, NY","New York, NY",Company - Public,Biotech & Pharmaceuticals,4.0,Biotech & Pharmaceuticals,0,167.5,Pfizer,174.0,NY,True,False,False,False,True,data scientist,senior,667,0,10000.0,10.0
"New York, NY","New York, NY",Company - Private,Travel Agencies,3.8,Travel & Tourism,0,65.0,Fareportal,21.0,NY,True,False,False,True,True,data analyst,na,366,3,3000.5,3.5
"Herndon, VA","Mc Lean, VA",Company - Private,Enterprise Software & Network Solutions,4.0,Information Technology,0,94.0,Novetta,11.0,VA,False,True,False,True,False,data analyst,senior,580,3,750.5,0.3
"Reston, VA","Mc Lean, VA",Company - Private,Enterprise Software & Network Solutions,4.0,Information Technology,0,97.0,Novetta,11.0,VA,False,True,False,True,False,data engineer,senior,879,3,750.5,0.3
"Durham, NC","Daly City, CA",Company - Private,Computer Hardware & Software,4.3,Information Technology,0,112.5,Genesys,33.0,NC,False,True,False,False,False,data engineer,senior,661,3,7500.5,1.5
"Boston, MA","Springfield, MA",Company - Private,Insurance Carriers,3.6,Insurance,0,91.5,MassMutual,172.0,MA,False,False,False,True,True,na,na,583,0,7500.5,10.0
"Indianapolis, IN","Boston, MA",Company - Private,Insurance Carriers,3.3,Insurance,0,51.5,Liberty Mutual Insurance,111.0,IN,False,True,False,True,True,na,na,614,3,10000.0,10.0
"Cambridge, MA","Basel, Switzerland",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,114.5,Novartis,27.0,MA,False,False,False,False,False,data scientist,na,241,0,10000.0,10.0
"New York, NY","New York, NY",Company - Private,Consulting,4.3,Business Services,0,115.0,USEReady,12.0,NY,True,True,False,True,False,data scientist,na,202,0,350.5,0.0175
"Clovis, CA","Visalia, CA",Company - Private,Architectural & Engineering Services,4.7,Business Services,0,51.0,QK,51.0,CA,False,False,False,False,True,na,na,586,0,125.5,0.0175
"Chandler, AZ","Franklin, TN",Company - Public,Health Care Services & Hospitals,3.4,Health Care,0,100.0,Tivity Health,42.0,AZ,False,False,False,True,False,data engineer,senior,528,0,750.5,
"Cambridge, MA","Basel, Switzerland",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,121.0,Novartis,27.0,MA,False,False,False,False,False,data scientist,senior,287,0,10000.0,10.0
"San Francisco, CA","San Francisco, CA",Company - Private,Computer Hardware & Software,4.5,Information Technology,0,121.5,Demandbase,17.0,CA,True,False,False,True,False,data analyst,senior,573,3,350.5,0.3
"Boston, MA","Madrid, Spain",Company - Private,Banks & Credit Unions,3.1,Finance,0,62.5,Santander,167.0,MA,False,True,False,True,True,data scientist,na,407,0,10000.0,10.0
"Orlando, FL","Orlando, FL",Company - Private,Computer Hardware & Software,3.9,Information Technology,0,122.0,Luminar Technologies,11.0,FL,True,True,False,False,False,data scientist,senior,770,0,350.5,
"Chantilly, VA","Washington, DC",Company - Private,IT Services,4.4,Information Technology,0,85.0,BRMi,19.0,VA,False,True,False,False,False,data engineer,na,414,0,125.5,
"Burbank, CA","Burbank, CA",Company - Private,Financial Analytics & Research,3.9,Finance,0,180.0,Zest AI,14.0,CA,True,True,False,True,True,data scientist,senior,451,0,125.5,0.075
"Columbia, MO","Columbia, MO",Company - Private,Lending,4.7,Finance,0,70.5,Veterans United Home Loans,21.0,MO,True,False,False,True,True,na,na,412,0,3000.5,
"Chicago, IL","Jacksonville, FL",Company - Private,Enterprise Software & Network Solutions,3.9,Information Technology,0,66.5,"Emtec, Inc.",28.0,IL,False,True,False,True,False,na,na,670,0,750.5,0.3
"Austin, TX","Austin, TX",Company - Private,Security Services,4.7,Business Services,0,138.5,Praetorian,13.0,TX,True,True,False,True,False,data engineer,senior,700,0,125.5,0.0175
"Rockville, MD","Rockville, MD",Company - Private,Biotech & Pharmaceuticals,2.7,Biotech & Pharmaceuticals,0,81.0,Advanced BioScience Laboratories,62.0,MD,True,False,False,False,False,na,na,656,0,350.5,0.0375
"Bloomington, IL","Bloomington, IL",Company - Private,Insurance Carriers,3.8,Insurance,0,58.5,COUNTRY Financial,98.0,IL,True,True,False,True,True,data engineer,na,321,3,3000.5,3.5
"Chicago, IL","Chicago, IL",Company - Public,Transportation Management,3.4,Transportation & Logistics,0,107.5,Echo Global Logistics,18.0,IL,True,False,False,True,False,data engineer,senior,611,3,3000.5,3.5
"Cambridge, MA","Cambridge, MA",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,120.5,Agios Pharmaceuticals,15.0,MA,True,False,False,False,False,na,na,343,0,750.5,0.075
"San Francisco, CA","San Francisco, CA",Company - Private,Internet,3.9,Information Technology,0,63.5,Tapjoy,16.0,CA,True,True,False,True,False,data scientist,na,331,2,350.5,0.0175
"Owensboro, KY","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,103.5,Reynolds American,148.0,KY,False,False,False,False,False,na,na,676,0,7500.5,10.0
"Fremont, CA","Wilsonville, OR",Company - Public,Computer Hardware & Software,4.1,Information Technology,0,107.0,Mentor Graphics,42.0,CA,False,True,False,False,True,data scientist,na,453,3,7500.5,1.5
"San Diego, CA","San Diego, CA",Company - Private,Insurance Carriers,2.8,Insurance,0,83.0,ICW Group,51.0,CA,True,False,False,True,False,data engineer,na,516,3,750.5,0.75
"San Francisco, CA","Mill Valley, CA",Company - Private,Internet,4.0,Information Technology,0,162.0,Glassdoor,16.0,CA,False,True,False,False,True,data engineer,senior,580,2,3000.5,
"Redlands, CA","Redlands, CA",Company - Private,Computer Hardware & Software,3.5,Information Technology,0,68.5,Esri,54.0,CA,True,True,False,False,True,data scientist,na,469,1,3000.5,1.5
"Westlake, OH","New York, NY",Company - Public,Insurance Carriers,3.4,Insurance,0,110.5,Assurant,45.0,OH,False,False,False,True,True,data scientist,senior,252,3,10000.0,7.5
"Alameda, CA","Alameda, CA",Company - Public,Biotech & Pharmaceuticals,3.0,Biotech & Pharmaceuticals,0,87.5,Exelixis,29.0,CA,True,False,False,False,True,na,na,639,3,750.5,
"Richland, WA","Richland, WA",Government,Energy,3.8,"Oil, Gas, Energy & Utilities",0,80.5,PNNL,58.0,WA,True,False,False,False,False,data scientist,senior,725,3,3000.5,0.75
"Cedar Rapids, IA","Cedar Rapids, IA",Company - Private,Lending,4.6,Finance,0,43.0,GreatAmerica Financial Services,31.0,IA,True,False,False,True,True,data analyst,na,605,0,750.5,0.3
"Cambridge, MA","Cambridge, MA",Company - Public,Biotech & Pharmaceuticals,4.4,Biotech & Pharmaceuticals,0,140.0,Acceleron Pharma,20.0,MA,True,False,False,False,True,director,na,736,0,350.5,
"Cambridge, MA","New York, NY",Company - Public,Biotech & Pharmaceuticals,4.0,Biotech & Pharmaceuticals,0,172.0,Pfizer,174.0,MA,False,False,False,False,False,director,na,778,0,10000.0,10.0
"Philadelphia, PA","Philadelphia, PA",Company - Private,Insurance Carriers,3.0,Insurance,0,66.5,AmeriHealth Caritas,40.0,PA,True,False,False,True,True,data analyst,senior,524,3,7500.5,7.5
"Alameda, CA","Alameda, CA",Company - Public,Biotech & Pharmaceuticals,3.0,Biotech & Pharmaceuticals,0,100.0,Exelixis,29.0,CA,True,False,False,False,True,na,senior,1005,3,750.5,
"San Francisco, CA","Los Angeles, CA",Company - Private,Staffing & Outsourcing,4.7,Business Services,0,94.5,Strategic Employment Partners,17.0,CA,False,True,False,False,False,data engineer,senior,204,0,125.5,0.003
"Seattle, WA","Richland, WA",Government,Energy,3.8,"Oil, Gas, Energy & Utilities",0,119.0,PNNL,58.0,WA,False,False,False,False,False,data scientist,senior,725,3,3000.5,0.75
"Chicago, IL","Chicago, IL",Company - Private,Consulting,3.5,Business Services,0,95.5,"SPINS, LLC",28.0,IL,True,True,False,True,False,data engineer,na,471,0,350.5,0.075
"Chicago, IL","Boston, MA",Company - Private,Insurance Carriers,3.3,Insurance,0,194.5,Liberty Mutual Insurance,111.0,IL,False,True,False,False,False,data scientist,na,558,3,10000.0,10.0
"Omaha, NE","Englewood, CO",Nonprofit Organization,Health Care Services & Hospitals,3.2,Health Care,1,52.0,Catholic Health Initiatives,27.0,NE,False,False,False,False,False,na,na,286,2,10000.0,10.0
"Jersey City, NJ","New York, NY",Company - Private,Brokerage Services,3.3,Finance,0,173.0,DTCC,50.0,NJ,False,True,False,True,True,na,senior,585,0,3000.5,1.5
"San Antonio, TX","San Antonio, TX",Nonprofit Organization,Research & Development,3.9,Business Services,0,71.5,Southwest Research Institute,76.0,TX,True,True,False,True,True,na,senior,298,3,3000.5,0.75
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,74.0,Reynolds American,148.0,NC,True,False,False,False,True,na,senior,784,0,7500.5,10.0
"Huntsville, AL","Waltham, MA",Company - Public,Aerospace & Defense,3.7,Aerospace & Defense,0,62.5,Raytheon,101.0,AL,False,False,False,False,True,data analyst,na,617,0,10000.0,10.0
"Durham, NC","Research Triangle Park, NC",Nonprofit Organization,Research & Development,4.3,Business Services,0,65.5,RTI International,65.0,NC,False,False,False,False,False,na,senior,278,3,3000.5,0.75
"Coraopolis, PA","Coraopolis, PA",Company - Public,Sporting Goods Stores,3.8,Retail,0,85.0,DICK'S Sporting Goods - Corporate,75.0,PA,True,True,False,True,False,data scientist,na,345,3,10000.0,7.5
"Gaithersburg, MD","Cambridge, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,147.5,AstraZeneca,110.0,MD,False,True,False,False,True,data scientist,senior,635,3,10000.0,10.0
"Fort Lee, NJ","Fort Lee, NJ",Company - Private,Advertising & Marketing,3.6,Business Services,0,161.5,TRANZACT,34.0,NJ,True,True,False,True,True,data scientist,na,787,0,3000.5,
"Roanoke, VA","Roanoke, VA",Nonprofit Organization,Health Care Services & Hospitals,3.7,Health Care,0,81.0,Carilion Clinic,124.0,VA,True,False,False,False,True,data engineer,na,390,0,10000.0,1.5
"San Francisco, CA","San Francisco, CA",Company - Public,Computer Hardware & Software,3.9,Information Technology,0,139.0,Figure Eight,15.0,CA,True,True,False,False,True,data engineer,senior,668,0,125.5,0.0175
"San Francisco, CA","San Francisco, CA",Company - Private,Internet,3.9,Information Technology,0,136.5,Tapjoy,16.0,CA,True,False,False,True,False,data engineer,senior,483,2,350.5,0.0175
"New York, NY","New York, NY",Company - Private,Internet,3.2,Information Technology,0,83.0,DoubleVerify,15.0,NY,True,True,False,True,True,data analyst,senior,381,0,350.5,
"Cambridge, MA","Cambridge, MA",Subsidiary or Business Segment,Research & Development,4.6,Business Services,0,121.0,Mitsubishi Electric Research Labs,32.0,MA,True,False,False,False,True,na,senior,534,3,125.5,0.0075
"New York, NY","New York, NY",Company - Private,Travel Agencies,3.8,Travel & Tourism,0,74.5,Fareportal,21.0,NY,True,True,False,False,False,data scientist,na,479,3,3000.5,3.5
"Winston-Salem, NC","Winston-Salem, NC",Company - Private,Consumer Products Manufacturing,3.1,Manufacturing,0,80.5,Reynolds American,148.0,NC,True,False,False,False,True,na,senior,749,0,7500.5,10.0
"Cambridge, MA","Cambridge, MA",Subsidiary or Business Segment,Research & Development,4.6,Business Services,0,167.5,Mitsubishi Electric Research Labs,32.0,MA,True,False,False,False,False,na,senior,400,3,125.5,0.0075
"Pittsburgh, PA","Pittsburgh, PA",College / University,Colleges & Universities,2.6,Education,0,107.5,Software Engineering Institute,39.0,PA,True,True,False,True,False,machine learning,na,267,0,750.5,
"Seattle, WA","Seattle, WA",Nonprofit Organization,Social Assistance,3.4,Non-Profit,0,44.5,DESC,44.0,WA,True,False,False,True,True,data analyst,na,567,0,750.5,0.0375
"Glen Burnie, MD","Baltimore, MD",Company - Private,Health Care Services & Hospitals,3.3,Health Care,0,107.5,Johns Hopkins Health Care,134.0,MD,False,False,False,True,False,data analyst,senior,349,3,3000.5,0.75
"Philadelphia, PA","Phila, PA",Company - Private,Health Care Services & Hospitals,3.7,Health Care,0,69.5,Community Behavioral Health,29.0,PA,False,False,False,True,True,data analyst,senior,266,0,350.5,0.75
"Milpitas, CA","San Jose, CA",Company - Public,Computer Hardware & Software,3.5,Information Technology,0,98.5,Western Digital,53.0,CA,False,True,False,True,False,na,senior,590,2,10000.0,10.0
"Rockville, MD","Rockville, MD",Company - Private,Biotech & Pharmaceuticals,2.7,Biotech & Pharmaceuticals,0,80.5,Advanced BioScience Laboratories,62.0,MD,True,False,False,False,True,na,na,511,0,350.5,0.0375
"Watertown, MA","Watertown, MA",Company - Private,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,1,76.96000000000001,FORMA THERAPEUTICS,15.0,MA,True,False,False,False,True,na,na,484,0,125.5,0.0175
"Cambridge, MD","Waltham, MA",Company - Public,Aerospace & Defense,3.7,Aerospace & Defense,0,99.0,Raytheon,101.0,MD,False,True,False,True,False,na,na,609,0,10000.0,10.0
"Cambridge, MA","Cambridge, MA",Company - Public,Biotech & Pharmaceuticals,3.8,Biotech & Pharmaceuticals,0,96.5,Agios Pharmaceuticals,15.0,MA,True,False,False,False,True,manager,na,601,0,750.5,0.075
"Boston, MA","Boston, MA",Company - Private,Insurance Carriers,3.3,Insurance,0,53.0,Liberty Mutual Insurance,111.0,MA,True,False,False,False,False,data scientist,na,508,3,10000.0,10.0
"Los Angeles, CA","Los Angeles, CA",Company - Private,Enterprise Software & Network Solutions,2.7,Information Technology,0,103.0,Bridg,12.0,CA,True,False,False,False,False,data engineer,senior,671,0,25.5,
"Palo Alto, CA","Palo Alto, CA",Company - Public,Financial Transaction Processing,3.8,Finance,0,139.5,Bill.com,17.0,CA,True,False,False,True,False,data scientist,senior,417,0,750.5,0.075
"Richland, WA","Richland, WA",Government,Energy,3.8,"Oil, Gas, Energy & Utilities",0,67.0,Pacific Northwest National Laboratory,58.0,WA,True,False,False,False,False,data scientist,na,687,3,3000.5,0.75
"Hartford, CT","Bengaluru, India",Company - Public,IT Services,3.0,Information Technology,0,62.5,Infosys,42.0,CT,False,False,False,False,True,na,na,499,3,10000.0,10.0
"Gaithersburg, MD","Cambridge, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,92.0,AstraZeneca,110.0,MD,False,False,False,False,False,na,na,336,3,10000.0,10.0
"New York, NY","New York, NY",Company - Private,Health Care Services & Hospitals,3.6,Health Care,0,66.0,AXION Healthcare Solutions,43.0,NY,True,False,False,False,True,data analyst,na,325,2,25.5,0.0175
"Orange, CA","Orange, CA",Company - Private,Health Care Services & Hospitals,3.5,Health Care,0,94.5,Alignment Healthcare,10.0,CA,True,True,False,True,True,data engineer,na,824,0,750.5,
"Fort Lee, NJ","Fort Lee, NJ",Company - Private,Advertising & Marketing,3.6,Business Services,0,114.0,TRANZACT,34.0,NJ,True,True,False,True,True,data scientist,na,712,0,3000.5,
"New York, NY","New York, NY",Company - Private,Education Training Services,4.2,Education,0,75.5,ExecOnline,11.0,NY,True,True,False,True,False,data scientist,na,641,3,125.5,
"Fort Belvoir, VA","Lorton, VA",Company - Public,Aerospace & Defense,4.0,Aerospace & Defense,0,87.0,Mteq,69.0,VA,False,True,False,False,False,machine learning,na,448,2,750.5,0.3
"Silver Spring, MD","Reston, VA",Company - Private,IT Services,3.7,Information Technology,0,86.0,Brillient,17.0,MD,False,True,False,False,True,data scientist,na,945,0,350.5,0.0375
"Marlborough, MA","Marlborough, MA",Company - Private,Biotech & Pharmaceuticals,3.5,Biotech & Pharmaceuticals,0,154.5,Sunovion,13.0,MA,True,True,False,False,True,na,senior,597,3,3000.5,1.5
"Highland, CA","Highland, CA",Company - Private,Gambling,3.6,"Arts, Entertainment & Recreation",0,48.5,San Manuel Casino,37.0,CA,True,False,False,True,True,data analyst,na,618,0,3000.5,0.3
"Lenexa, KS","Chicago, IL",Company - Public,Stock Exchanges,3.7,Finance,0,87.0,Cboe Global Markets,50.0,KS,False,True,False,True,True,machine learning,na,397,0,750.5,0.75
"Houston, TX","Irvine, CA",Company - Private,IT Services,3.4,Information Technology,0,80.0,Trace3,21.0,TX,False,True,False,True,True,data engineer,na,1107,3,750.5,1.5
"Burleson, TX","Arlington, TX",Hospital,Health Care Services & Hospitals,4.0,Health Care,1,44.72,Texas Health Huguley Hospital,46.0,TX,False,False,False,False,False,na,na,712,0,3000.5,0.075
"San Jose, CA","Falls Church, VA",Company - Public,Aerospace & Defense,3.7,Aerospace & Defense,0,173.0,Northrop Grumman,84.0,CA,False,True,False,False,False,data scientist,senior,835,0,10000.0,10.0
"Gaithersburg, MD","Cambridge, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,95.0,AstraZeneca,110.0,MD,False,False,False,False,False,na,senior,428,3,10000.0,10.0
"Bedford, MA","Bedford, MA",Nonprofit Organization,Federal Agencies,3.2,Government,0,69.5,MITRE,65.0,MA,True,True,False,True,True,data scientist,na,629,3,7500.5,1.5
"Cincinnati, OH","Cincinnati, OH",Subsidiary or Business Segment,Metals Brokers,4.4,Mining & Metals,0,107.0,The David J. Joseph Company,138.0,OH,True,True,False,True,False,data scientist,senior,688,0,350.5,
"Charlottesville, VA","Reston, VA",Company - Private,IT Services,3.9,Information Technology,0,112.0,The Buffalo Group,13.0,VA,False,True,False,True,False,data scientist,senior,603,3,750.5,0.3
"Washington, DC","Houston, TX",Company - Private,Consulting,3.4,Business Services,0,96.5,CompQsoft,26.0,DC,False,True,False,False,False,data scientist,na,639,0,125.5,0.0175
"New York, NY","Norwalk, CT",Company - Private,Health Care Services & Hospitals,3.4,Health Care,0,95.0,"Remedy BPCI Partners, LLC.",12.0,NY,False,True,False,True,False,data scientist,na,414,2,350.5,
"New York, NY","New York, NY",Company - Private,Consumer Product Rental,4.0,Consumer Services,0,97.5,Strategic Financial Solutions,16.0,NY,True,True,False,True,True,data scientist,na,511,2,750.5,
"Chicago, IL","Chicago, IL",Company - Private,Consulting,4.4,Business Services,0,128.5,Maven Wave Partners,15.0,IL,True,True,False,True,True,data scientist,senior,480,0,350.5,0.075
"Pittsburgh, PA","Pittsburgh, PA",College / University,Colleges & Universities,2.6,Education,0,124.0,Software Engineering Institute,39.0,PA,True,False,False,False,False,machine learning,senior,733,0,750.5,
"San Francisco, CA","San Francisco, CA",Subsidiary or Business Segment,Enterprise Software & Network Solutions,3.2,Information Technology,0,194.0,The Climate Corporation,17.0,CA,True,False,False,False,True,data scientist,senior,700,3,750.5,
"Vail, CO","Vail, CO",Hospital,Health Care Services & Hospitals,3.7,Health Care,1,65.52000000000001,Vail Health,57.0,CO,True,False,False,False,False,na,na,253,0,750.5,0.3
"New York, NY","New York, NY",Company - Public,Advertising & Marketing,3.5,Business Services,0,104.5,Crossix Solutions,18.0,NY,True,True,False,True,True,data scientist,na,601,0,350.5,
"Phoenix, AZ","Brea, CA",Company - Private,IT Services,4.3,Information Technology,0,69.5,Solugenix Corporation,54.0,AZ,False,True,False,True,True,data scientist,na,540,0,350.5,0.075
"Irvine, CA","Irvine, CA",Company - Private,Colleges & Universities,2.6,Education,0,121.0,West Coast University,26.0,CA,True,True,False,True,False,data scientist,na,312,0,10000.0,
"Charlotte, NC","Chicago, IL",Company - Private,IT Services,4.2,Information Technology,0,85.5,Clarity Insights,15.0,NC,False,True,False,True,True,data engineer,na,791,0,350.5,
"Aliso Viejo, CA","Seoul, South Korea",Company - Public,Video Games,3.1,Media,0,113.0,NCSOFT,26.0,CA,False,True,False,True,True,data engineer,na,356,3,3000.5,10.0
"San Francisco, CA","Paris, France",Subsidiary or Business Segment,Consumer Products Manufacturing,3.8,Manufacturing,0,103.0,SoftBank Robotics,18.0,CA,False,True,False,True,False,data scientist,na,381,0,350.5,0.0375
"Cambridge, MA","Brentford, United Kingdom",Company - Public,Biotech & Pharmaceuticals,3.9,Biotech & Pharmaceuticals,0,90.5,GSK,193.0,MA,False,False,False,False,False,na,na,833,3,10000.0,10.0
"Los Angeles, CA","Los Angeles, CA",Company - Private,Computer Hardware & Software,4.3,Information Technology,0,153.0,Factual,15.0,CA,True,True,False,False,True,data scientist,senior,306,1,125.5,
"McLean, VA","Bedford, MA",Nonprofit Organization,Federal Agencies,3.2,Government,0,106.5,MITRE,65.0,VA,False,True,False,True,True,data scientist,junior,440,3,7500.5,1.5
"Dublin, CA","Dublin, CA",Company - Public,Consulting,3.3,Business Services,0,123.5,TriNet,35.0,CA,True,False,False,True,True,data analyst,na,1057,3,3000.5,3.5
"New York, NY","New York, NY",Company - Public,Enterprise Software & Network Solutions,4.3,Information Technology,0,86.5,Medidata Solutions,24.0,NY,True,False,False,True,True,na,na,560,1,3000.5,0.75
"Scotts Valley, CA","Scotts Valley, CA",Nonprofit Organization,Health Care Services & Hospitals,3.5,Health Care,0,64.0,Central California Alliance for Health,27.0,CA,True,False,False,True,False,manager,na,575,0,750.5,0.75
